name_ru;name_en;coords_type;coords
Польша;Poland;all_country_borders_poly;"[[[55.0338306,18.366366700000015],[55.0063306,18.5101444],[54.8385917,18.947038900000027],[54.6039,19.404172199999987],[54.4533945,19.646935100000015],[54.3663108,20.63107140000004],[54.35712879999998,20.95134],[54.3182154,21.446112500000012],[54.3541679,22.650004700000025],[54.363324599999984,22.792006200000017],[54.406481,22.83630229999999],[54.4095289,22.883411800000037],[54.382795900000026,23.0102148],[54.3618985,22.993913299999985],[54.3409585,23.06316460000002],[54.32722070000001,23.046360700000022],[54.3124356,23.050970900000017],[54.2984537,23.0921693],[54.314355,23.148796300000047],[54.309604400000026,23.15975750000003],[54.297024300000025,23.15420060000003],[54.28862590000003,23.202421300000022],[54.260910200000026,23.2338841],[54.25172370000003,23.33751890000003],[54.22483769999999,23.386784800000033],[54.177529200000045,23.424473200000037],[54.17553710000005,23.458994700000044],[54.1532271,23.485847799999984],[54.1170069,23.4926162],[54.06578039999997,23.52860130000004],[54.03108,23.524878300000026],[53.998014600000054,23.4806969],[53.9746635,23.489163800000032],[53.957878,23.51636550000001],[53.86258820000002,23.524063599999987],[53.851017099999986,23.5520074],[53.767774199999984,23.5490369],[53.743818,23.58210630000004],[53.703086099999986,23.58603310000005],[53.521365,23.659674],[53.27418810000004,23.798979],[53.24402419999997,23.818750300000044],[53.23183510000004,23.8553321],[53.19553519999999,23.863875700000026],[53.157623,23.918261300000022],[53.08408970000004,23.871878],[53.0399859,23.91642990000005],[52.95872949999998,23.9462763],[52.93884410000003,23.91646120000005],[52.83067530000004,23.924606900000033],[52.81319310000003,23.93959730000002],[52.71291590000002,23.938640100000047],[52.6160571,23.76127310000005],[52.6074559,23.64141090000004],[52.549448,23.4666281],[52.468946,23.356691],[52.2831366,23.178331300000032],[52.27649720000005,23.20405789999998],[52.23953790000006,23.194109500000046],[52.22655440000003,23.20366580000004],[52.201074300000016,23.39546710000004],[52.17843310000005,23.398541700000024],[52.17229410000004,23.424278100000038],[52.18479410000002,23.458107100000042],[52.174156,23.467024300000038],[52.179053,23.5007152],[52.1507423,23.489341200000013],[52.1498209,23.510317],[52.1096225,23.549395],[52.1201502,23.579046900000026],[52.10933530000005,23.617939300000018],[52.09683059999998,23.6125414],[52.07340160000004,23.6534817],[52.06535430000001,23.6438935],[52.05873130000001,23.65588990000002],[52.05896020000004,23.641163899999984],[52.039935200000016,23.6628047],[52.01880370000002,23.65702720000003],[51.99285190000003,23.68900010000004],[51.978537400000036,23.6652342],[51.96482289999997,23.6695861],[51.9509355,23.627165200000025],[51.93378780000001,23.645686799999986],[51.91738109999998,23.612044],[51.892995,23.63797],[51.884859,23.622278],[51.8734351,23.630341],[51.8763211,23.607078],[51.856109,23.617491],[51.84048,23.600148],[51.8008822,23.641748700000022],[51.779642400000014,23.6309523],[51.759118,23.5873338],[51.76158240000005,23.55895030000002],[51.7296804,23.527190300000036],[51.727278,23.54710570000001],[51.70417330000003,23.5484985],[51.69923769999998,23.56162590000003],[51.685494400000046,23.54880269999998],[51.66577,23.5584879],[51.64479770000003,23.537023600000012],[51.6413439,23.54864430000003],[51.6016062,23.540241100000024],[51.557654,23.578104700000015],[51.534756600000065,23.56468220000003],[51.528797500000024,23.61302020000004],[51.49636620000004,23.6201303],[51.48302660000003,23.669819300000025],[51.471005,23.676309300000014],[51.459103499999976,23.646705400000034],[51.44625880000001,23.649441900000017],[51.4452309,23.68463150000002],[51.42967330000002,23.676987899999983],[51.41954520000005,23.70293310000005],[51.41452220000003,23.692780399999986],[51.403548600000036,23.702745],[51.39405019999997,23.676897700000023],[51.38820240000002,23.689163100000023],[51.383826,23.678620900000034],[51.368616200000055,23.6865786],[51.36682419999998,23.665317700000017],[51.3394094,23.656530799999988],[51.32851520000002,23.6357728],[51.2918187,23.6459585],[51.29163759999999,23.69501119999999],[51.261353300000046,23.726627300000022],[51.21196780000001,23.739188499999987],[51.1503124,23.86926940000003],[51.1298932,23.8698362],[51.12397290000003,23.8496118],[51.0999511,23.8568592],[51.0770683,23.875925800000033],[51.07459970000002,23.911091800000012],[51.04176020000004,23.9130177],[51.03807870000003,23.931517300000024],[51.02840290000002,23.915899],[51.014703900000015,23.935655600000015],[51.00705110000002,23.915080100000036],[50.990762200000056,23.956754900000018],[50.9502985,23.970380899999988],[50.89141410000004,24.0523451],[50.8649239,24.145477900000024],[50.83594820000002,24.10015610000003],[50.83744340000003,23.989623],[50.79452910000006,23.957452300000035],[50.76842950000007,23.9781601],[50.76647260000005,24.0237094],[50.75448480000005,24.0111459],[50.750864,24.0236574],[50.72296440000003,24.0166896],[50.7203423,24.07219980000001],[50.67785920000003,24.0622882],[50.674558099999985,24.0824],[50.65355659999999,24.09047370000001],[50.64488460000002,24.080065200000053],[50.63743650000003,24.0981892],[50.5620201,24.09131580000003],[50.444832,24.03452880000004],[50.4353798,24.0058266],[50.412140700000066,23.997543],[50.40476440000002,23.80336350000003],[50.38800080000003,23.7270286],[50.37528579999998,23.703111700000036],[50.3316353,23.6863263],[50.3205064,23.638848700000025],[50.265997,23.581013500000022],[50.2178762,23.470127700000017],[50.1005448,23.280084400000028],[50.0862897,23.2793285],[50.04746640000004,23.2159873],[50.03110079999998,23.213005800000015],[49.84215479999999,22.995472300000042],[49.838646200000035,22.970698500000015],[49.8047019,22.961928700000033],[49.76825690000004,22.90160350000004],[49.710082600000014,22.8477875],[49.693402,22.8055619],[49.549156,22.674689600000033],[49.529989900000025,22.64082140000004],[49.508371500000045,22.651237800000022],[49.495128,22.6966855],[49.35989759999998,22.7468489],[49.2473455,22.7396304],[49.22649010000004,22.714887499999985],[49.21562210000002,22.747679499999986],[49.17497980000003,22.7072649],[49.164986,22.71900410000003],[49.18226790000004,22.73271650000004],[49.18262570000005,22.7561721],[49.15797780000005,22.739132800000018],[49.157727499999986,22.78919750000001],[49.13829010000001,22.793100200000037],[49.1109873,22.831299300000044],[49.09709090000004,22.89016780000004],[49.06678610000002,22.86453140000002],[49.051350800000044,22.875780700000018],[49.039859,22.866688300000032],[49.0383196,22.881378300000026],[49.03048950000004,22.874106200000043],[49.0074521,22.891259800000043],[49.0023872,22.847092],[49.02607680000005,22.833749500000014],[49.0535296,22.765494900000025],[49.03938190000004,22.680183700000015],[49.09731160000003,22.58447910000002],[49.085794400000054,22.498712],[49.10375,22.456055600000035],[49.09949,22.422654],[49.14692140000003,22.366195600000037],[49.135551,22.31765],[49.152541,22.225713],[49.170076,22.235799],[49.18445990000004,22.222462],[49.174321900000024,22.188186400000035],[49.20051389999997,22.1438057],[49.22517,22.030419],[49.257161,22.041885],[49.278546,22.03402],[49.310366,21.983180300000015],[49.349051,21.961011],[49.3499643,21.90376740000003],[49.391672900000025,21.83831860000005],[49.382176,21.802993],[49.356048,21.777994],[49.383467,21.763385],[49.41228390000007,21.721771299999986],[49.41680069999999,21.6589052],[49.44730850000004,21.6309446],[49.435083599999984,21.530273400000024],[49.4178027,21.51704840000004],[49.42949589999998,21.492658400000042],[49.41358540000002,21.4736964],[49.412284,21.4340831],[49.43341770000004,21.4020172],[49.4609398,21.2775246],[49.4009926,21.1921278],[49.4365799,21.12402350000003],[49.423939099999984,21.113728],[49.418339,21.047543],[49.37640110000002,21.104104700000022],[49.3650563,21.0941092],[49.3648814,21.0425476],[49.328446,20.989065],[49.306621,20.986545],[49.295969,20.924084],[49.323535,20.903575],[49.319789,20.872738],[49.333097,20.882386],[49.347484,20.865549],[49.33402,20.83733],[49.343527,20.796828],[49.358992,20.809626],[49.373393,20.758994],[49.391002,20.747534],[49.400157,20.758162],[49.416301,20.740105],[49.419967,20.69269],[49.40067,20.646988],[49.417845,20.614934],[49.401824,20.613598],[49.376106,20.575525],[49.417917,20.433569],[49.395877,20.431404],[49.405858,20.418288],[49.39042,20.390427],[49.40786,20.375681],[49.401755,20.322156],[49.388727,20.31751],[49.391429,20.331276],[49.34350770000006,20.3141766],[49.35179,20.220823],[49.327734600000035,20.170583700000023],[49.314082800000016,20.175803700000024],[49.30281549999996,20.157719500000013],[49.317978,20.14605],[49.250088,20.100767],[49.17957430000001,20.088109300000042],[49.201505,20.020529],[49.23180140000005,19.9815609],[49.236489700000014,19.93221710000004],[49.2307623,19.90363490000005],[49.213313,19.902332],[49.195797,19.869438],[49.199363,19.783829],[49.21128690000001,19.75977720000002],[49.236598299999976,19.766767599999984],[49.267969,19.792472],[49.276794,19.822802],[49.29974,19.792474],[49.322768,19.804964],[49.4106881,19.7905922],[49.40793689999996,19.746278700000023],[49.386422,19.717643],[49.408797,19.631728],[49.435365,19.648596],[49.457559900000035,19.64111890000002],[49.446873,19.611446],[49.45540920000005,19.58146770000003],[49.535770200000044,19.530449],[49.5730216,19.529331],[49.588028300000026,19.478408],[49.613762800000025,19.4673762],[49.56744210000003,19.371362700000045],[49.53608820000002,19.362299700000055],[49.531229100000054,19.260688300000044],[49.51049239999998,19.233271600000023],[49.454314,19.225311],[49.4347198,19.1857359],[49.411086,19.191606],[49.402659,19.120358],[49.417984,19.072731],[49.395719399999976,19.0350225],[49.39522150000001,18.979853800000047],[49.4133304,18.968751],[49.431299,18.988972],[49.454705,18.960783],[49.504336,18.971646],[49.5189,18.941662],[49.523635100000014,18.8372335],[49.55058580000006,18.8592538],[49.5630622,18.8372099],[49.59531750000002,18.839080199999984],[49.6040596,18.82320370000001],[49.67678320000005,18.806948900000023],[49.676544,18.740974100000024],[49.68351180000007,18.717068600000022],[49.704492700000046,18.709557400000037],[49.703436600000025,18.66822470000005],[49.72238259999999,18.625217],[49.747093,18.62921290000002],[49.82920040000001,18.568922],[49.86159940000001,18.60572770000005],[49.8734434,18.569586600000026],[49.9216209,18.5729087],[49.92568660000005,18.53938019999999],[49.909109899999976,18.547029500000022],[49.899494800000035,18.523663499999984],[49.938161299999976,18.430752300000048],[49.949386500000045,18.332958100000013],[49.92959870000006,18.350023199999985],[49.915677800000076,18.31794660000004],[49.94006490000002,18.279207200000027],[49.964636200000044,18.2763074],[49.97200639999998,18.214286],[49.99793650000003,18.2065699],[50.00029020000006,18.17312910000002],[49.982370299999964,18.153835400000037],[49.994153799999964,18.11697140000003],[50.01209760000006,18.094668900000016],[50.02260450000002,18.1031477],[50.03197090000006,18.085615],[50.044119399999985,18.089358099999988],[50.06602040000003,18.0336027],[50.053494,18.005153600000032],[50.038994,18.004070600000013],[50.036607,18.044378400000024],[50.005126699999984,18.045460400000024],[50.01836070000002,18.0046333],[50.005067099999984,17.9540415],[49.9779673,17.918566400000024],[49.972489300000056,17.868496400000033],[49.9940079,17.8263698],[50.0036091,17.8368567],[50.01130460000003,17.8276885],[50.0203005,17.77734470000003],[50.04863330000003,17.77142210000004],[50.097161500000055,17.73087620000002],[50.11699329999998,17.6968362],[50.103024,17.676657],[50.11080630000002,17.650341500000014],[50.1599766,17.592684700000014],[50.18490440000004,17.7046558],[50.2056983,17.717362300000037],[50.206571900000036,17.758456],[50.236391,17.7649704],[50.25675020000005,17.7249471],[50.29952129999999,17.752045600000024],[50.32255919999998,17.7130322],[50.32797579999997,17.6869201],[50.2990538,17.685994700000045],[50.266007399999985,17.6120937],[50.278953399999985,17.5918814],[50.275088500000024,17.49558920000004],[50.26969380000001,17.456186100000014],[50.25166179999998,17.4382317],[50.27742259999999,17.420671],[50.282879400000034,17.386202699999988],[50.263723800000044,17.3508321],[50.283473,17.337734700000027],[50.308042799999974,17.353680300000047],[50.31306280000001,17.337507700000025],[50.32835010000002,17.348661800000045],[50.319005200000035,17.282052],[50.36401620000002,17.201142500000035],[50.38635880000004,17.203265],[50.38042059999998,17.14333],[50.40496250000001,17.110748],[50.4069605,17.0525324],[50.4277499,16.9982906],[50.417755600000014,16.974010200000023],[50.447715300000056,16.898499500000035],[50.40774910000004,16.8603219],[50.389036,16.910969300000037],[50.315388399999975,16.9461389],[50.30211680000006,17.0026375],[50.278261600000036,17.02004490000002],[50.256395500000046,17.001551],[50.2299894,17.028312900000046],[50.21588089999998,16.9985412],[50.24481620000003,16.9759197],[50.222525,16.95595320000004],[50.22265820000006,16.8986423],[50.197646,16.87539160000002],[50.20727910000006,16.8469106],[50.18933919999998,16.8099038],[50.1443689,16.7817194],[50.1347249,16.745043400000018],[50.102508,16.719777900000054],[50.098467300000024,16.689308400000034],[50.14241759999999,16.580079399999985],[50.15227230000004,16.58541460000002],[50.17058090000004,16.557829799999986],[50.22045029999999,16.55729410000001],[50.2642327,16.48973010000005],[50.324699599999974,16.43129770000003],[50.32881379999998,16.383228900000013],[50.3497264,16.362164300000043],[50.37954820000003,16.360660200000044],[50.382594100000034,16.30468520000004],[50.367443,16.278632600000023],[50.3961887,16.247383600000024],[50.405642400000055,16.252922600000026],[50.409103,16.21446870000002],[50.43213150000002,16.1957111],[50.451703500000036,16.212958700000048],[50.443475700000036,16.231883200000038],[50.457885900000015,16.2203757],[50.4676226,16.2557017],[50.48017550000004,16.2587055],[50.479194499999956,16.294096800000027],[50.50613210000003,16.311527700000024],[50.50122510000001,16.3603548],[50.5298875,16.401781300000017],[50.541983499999986,16.3873932],[50.547898299999964,16.410932],[50.56927190000003,16.404645],[50.57956959999997,16.44490710000004],[50.66150840000004,16.343080600000018],[50.671569199999986,16.2348128],[50.633346,16.21735620000003],[50.627204900000045,16.184168600000017],[50.64527739999997,16.1703673],[50.6633613,16.10367790000001],[50.6397203,16.067593300000045],[50.60970330000005,16.05607950000002],[50.598622800000044,16.0248323],[50.613483,15.986439800000051],[50.63017410000001,16.021765900000048],[50.6447851,16.0009512],[50.68341180000002,15.990905200000041],[50.691851499999984,15.961234100000024],[50.674449300000035,15.860963300000032],[50.75532,15.816193300000043],[50.73725470000005,15.705708900000051],[50.7763087,15.603658],[50.777000800000025,15.524308700000017],[50.809055700000066,15.439525400000038],[50.77654539999996,15.394134200000016],[50.777621,15.374761400000049],[50.837694699999986,15.367523500000035],[50.89102080000003,15.277070200000042],[50.9324979,15.267848],[50.95263970000003,15.292242400000033],[50.96291060000002,15.2738841],[50.97954650000003,15.274075],[50.979674500000016,15.248450399999983],[50.998669499999984,15.2365633],[50.98301630000001,15.179851400000036],[51.020029800000046,15.171846100000037],[51.01336950000004,15.144367],[50.9938921,15.133105800000036],[50.9913235,15.1421093],[50.99012739999998,15.1289993],[50.9913802,15.105158299999987],[51.00293280000006,15.0967925],[51.01037520000002,15.10670490000003],[51.0228972,15.061002400000023],[51.01197590000005,15.055658800000035],[51.023216200000014,15.024192],[51.010840900000034,14.9854163],[50.99001210000004,14.968243100000032],[50.97803140000002,14.98893],[50.986559,15.0059171],[50.96707140000005,15.021711400000015],[50.96297949999998,15.0107466],[50.93982569999997,15.0143361],[50.9216414,14.98945380000005],[50.90722490000003,15.006817100000024],[50.89182359999999,14.993977900000022],[50.868778100000014,15.0019261],[50.874206900000054,14.8193015],[50.94064569999998,14.8965556],[50.97171950000003,14.90308],[50.9753468,14.919430200000045],[50.995193300000054,14.917185099999987],[51.050123,14.964656],[51.11610890000003,14.980878],[51.12276430000002,14.997758100000027],[51.16243509999999,14.993118699999984],[51.19566770000005,15.014215900000035],[51.213568300000034,15.0098306],[51.24399059999998,15.0378516],[51.250585,15.023300600000047],[51.274252200000014,15.041747600000047],[51.361186600000046,14.96513660000001],[51.373905200000024,14.98372710000004],[51.395326,14.958181],[51.398255,14.969201],[51.431343,14.958703],[51.441572,14.974269],[51.468987,14.951899],[51.531172,14.729414500000015],[51.54994809999998,14.72935720000005],[51.56274250000001,14.711333900000042],[51.607469800000025,14.765119899999984],[51.661345900000036,14.757747300000048],[51.6885742,14.736252099999982],[51.725857,14.668163400000047],[51.79552760000003,14.645474700000031],[51.82044370000004,14.5903897],[51.85713130000005,14.6111046],[51.90189519999997,14.6941836],[51.951315100000016,14.7212866],[51.976008,14.704854600000038],[51.99447450000004,14.721659400000025],[52.00368280000006,14.714028800000033],[52.031928,14.74842240000001],[52.054332,14.745449],[52.065383,14.759094],[52.11564030000004,14.68181209999999],[52.1433834,14.680016],[52.1689142,14.7055672],[52.193906,14.685814100000036],[52.23612780000004,14.715550400000039],[52.25675820000002,14.689475],[52.2723256,14.5986799],[52.289047700000026,14.575288200000015],[52.3063473,14.584829500000048],[52.327805899999966,14.561439900000012],[52.3949997,14.534376200000015],[52.43233729999998,14.5481154],[52.441568599999975,14.5788254],[52.49148359999999,14.633925700000043],[52.531030800000046,14.603838100000047],[52.573317400000015,14.639013600000043],[52.6106429,14.596211300000041],[52.661322,14.4651029],[52.75151010000001,14.351042],[52.774459100000044,14.278806800000032],[52.816868100000036,14.2174898],[52.82385110000003,14.143263900000052],[52.837661,14.12293],[52.88809710000002,14.161593800000045],[52.9613691,14.143657900000035],[53.002981,14.25896],[53.054717,14.348568900000048],[53.142392,14.387275100000016],[53.171988099999986,14.3662579],[53.201752,14.3772679],[53.21072909999999,14.405856100000033],[53.262252,14.450565100000041],[53.2761361,14.421204],[53.308714899999984,14.4068032],[53.324368,14.415448],[53.3537477,14.390290400000021],[53.3757201,14.394843900000051],[53.4089502,14.373327700000042],[53.456439600000024,14.3712744],[53.45732769999998,14.3580532],[53.4960036,14.350654900000013],[53.503824,14.326936600000025],[53.543567,14.3057479],[53.61806350000006,14.3169455],[53.63444570000003,14.283898500000014],[53.658691700000034,14.28479170000004],[53.66667739999996,14.2706609],[53.68258520000001,14.2836998],[53.69870010000001,14.2668113],[53.75348889999999,14.26695560000001],[53.772297199999976,14.283597200000033],[53.867447200000015,14.2123444],[53.91055189999998,14.205772100000033],[53.9119628,14.185329],[53.927730600000025,14.2260972],[53.98772779999998,14.242208300000042],[54.2388,14.168019400000025],[54.2776417,14.069638900000033],[54.441130600000015,14.0782917],[54.44050840000001,14.112530600000047],[54.31785279999998,14.105933300000013],[54.30173059999997,14.156422200000026],[54.263955600000024,14.1653111],[54.25059169999998,14.199122200000037],[54.1257778,14.2374583],[54.1253639,14.278908300000042],[54.33767229999998,15.1756361],[54.452730600000045,15.943227800000027],[54.5112195,16.0479333],[54.6207528,16.175519400000052],[54.7063639,16.3304861],[54.74819730000003,16.494252800000037],[54.785116700000025,16.76313060000004],[54.83721950000002,16.8584778],[54.9190556,17.12565],[55.029427800000036,17.91291390000002],[55.0338306,18.366366700000015]]]"
Дания;Denmark;all_country_borders_poly;"[[[55.1476253,14.3443989],[55.4916387,14.8503091],[55.4795032,14.9325601],[55.5169397,15.0335801],[55.5327792,15.1465241],[55.5188232,15.3068346],[55.4849817,15.4060421],[55.4432557,15.4782696],[55.3854977,15.5334136],[55.3336997,15.5521471],[55.2625262,15.5389606],[55.2022027,15.4883536],[55.1467202,15.5095396],[55.0704817,15.5104146],[54.9385732,15.4487306],[54.8365592,15.3183421],[54.7910417,15.1731861],[54.7851147,15.0327986],[54.8094827,14.8580256],[54.8986967,14.5382776],[54.9533312,14.4315701],[55.0121502,14.3651131],[55.0783752,14.3347391],[55.1476253,14.3443989]],[[56.2139192,12.3677568],[56.0571202,12.6421066],[56.0033209,12.6591858],[55.9264646,12.6523541],[55.8271944,12.7086111],[55.6432946,12.8958739],[55.6141667,12.8813611],[55.5408611,12.7294444],[55.4891944,12.7152778],[55.4317222,12.6105833],[55.3372787,12.6419719],[55.325,12.59],[55.2233333,12.6033333],[55.1383333,12.7225],[55.1116667,12.85],[55.0074577,12.8984256],[54.9409392,12.9042556],[54.9008017,12.8912446],[54.8556041,12.8378368],[54.6266667,12.24],[54.525,12.1616667],[54.4683333,12.145],[54.455,12.0633333],[54.4516667,11.795],[54.5541667,11.4466667],[54.6066667,11.2966667],[54.6341667,11.255],[54.6633333,11.1333333],[54.6733333,11.0],[54.7083333,10.905],[54.7558333,10.9],[54.7468407,10.8281021],[54.685,10.7583333],[54.6733333,10.7541667],[54.6425,10.825],[54.5766667,10.715],[54.5744444,10.67],[54.6444444,10.42],[54.7791667,10.2708333],[54.8133333,10.25],[54.845,10.25],[54.8533333,10.2],[54.7381849,10.1693786],[54.7660835,10.0515511],[54.8417955,9.8943068],[54.8233106,9.7399482],[54.8545174,9.6046324],[54.879789,9.6280128],[54.8868518,9.5927151],[54.841226,9.4977592],[54.8270495,9.4351372],[54.8421599,9.4111899],[54.8391876,9.3828349],[54.8002468,9.343714],[54.8016748,9.2949392],[54.8096381,9.2500812],[54.8499489,9.2403397],[54.8730246,9.1429933],[54.8720217,9.0478076],[54.9025382,8.9480753],[54.9068169,8.8239937],[54.8927495,8.7279111],[54.9104065,8.6810444],[54.920839,8.555431],[54.992817,8.557248],[55.000013,8.501565],[55.025338,8.472164],[55.054718,8.472381],[55.06529,8.346845],[55.08501,8.31865],[55.064762,8.290037],[55.099161,8.044381],[55.2852132,8.0550405],[55.3577947,7.9887995],[55.3917827,7.8707085],[55.4375127,7.7870685],[55.4949587,7.734184],[55.5490132,7.7158275],[55.6155512,7.7288875],[55.7735672,7.818366],[55.9082337,7.7861885],[55.9622797,7.753492],[56.0306637,7.738577],[56.2305827,7.76273],[56.3768487,7.748463],[56.5671902,7.753014],[56.8816442,7.8935435],[57.0623372,8.046594],[57.2611652,8.316283],[57.3089912,8.4364225],[57.3276992,8.578312],[57.3170267,8.7393775],[57.3587182,8.9376835],[57.3507187,9.235338],[57.3990162,9.309111],[57.5838412,9.4766576],[57.7430142,9.7022161],[57.7916047,9.8759581],[57.7928442,10.0761571],[57.9081997,10.3416981],[57.9443777,10.4938671],[57.9444237,10.7166346],[57.7845,10.9753056],[57.7311826,11.0246834],[57.5614352,11.0133541],[57.523391,11.2237987],[57.1916466,11.5068491],[57.0536062,11.2812246],[57.0138687,11.1559716],[56.9985022,10.9507431],[57.0447732,10.7558431],[56.9927547,10.7356396],[56.8588767,10.6402841],[56.8317697,10.6451491],[56.7374657,10.7119246],[56.7367242,10.8624011],[56.7074562,11.0141626],[56.6601497,11.1220351],[56.5924277,11.2193936],[56.6490647,11.1678096],[56.7148287,11.1477196],[56.7799747,11.1667706],[56.8382797,11.2230726],[56.8875712,11.3103771],[56.9181517,11.4152186],[56.93598,11.712057],[56.7544444,11.8459722],[56.6013774,11.9083],[56.5656797,11.8779031],[56.5224582,11.7946511],[56.4844327,11.6077096],[56.4941397,11.4324281],[56.5522637,11.2718506],[56.4955022,11.3142181],[56.4419942,11.3270221],[56.3869262,11.3140991],[56.3111111,11.2675],[55.9133333,10.8766667],[55.8383333,10.75],[55.7583333,10.7088889],[55.6616667,10.7066667],[55.7083333,10.8],[55.75,10.78],[55.7722222,10.7933333],[55.9416667,11.0],[56.0966667,11.1483333],[56.1366667,11.2527778],[56.3873717,11.5144191],[56.4076037,11.6999261],[56.3680088,11.9968455],[56.2819444,12.0331111],[56.1840833,12.3415556],[56.2139192,12.3677568]]]"
