date;conteiner;kg;value_usd;country;english;macro_region;region;goods_type;name_en;all_country_borders_points
28.08.2018;0.0;9731100;1889776,7;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
28.08.2018;0.0;50;7,73;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
28.08.2018;0.0;1405600;438639,78;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
28.08.2018;0.0;1044000;397346,4;Коста-Рика;Costa Rica;Америка;Центральная Америка;сложные и комплексные;Costa Rica;[9.80581668606,-84.2601363294]
28.08.2018;1.0;522450;108669,6;Панама;Panama;Америка;Центральная Америка;азотные;Panama;[8.35495336417,-80.1228555958]
28.08.2018;0.0;829000;331401,04;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;129600;23328;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
28.08.2018;0.0;21665;4825,88;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
28.08.2018;0.0;3920880;1035935,7;Германия;Germany;Европа;Западная Европа;сложные и комплексные;Germany;[51.3179225585,10.3679158835]
28.08.2018;0.0;1803350;159776,8;Литва;Lithuania;Европа;Северная Европа;азотные;Lithuania;[55.347247978,23.8004638579]
28.08.2018;1.0;65000;18190,99;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
28.08.2018;0.0;616000;160160;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;1380000;494040;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;5794800;1524348;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
28.08.2018;0.0;21600;6933,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;250000;47500;Малайзия;Malaysia;Азия;Юго-Восточная Азия;азотные;Malaysia;[5.98010916312,117.072018475]
28.08.2018;0.0;662400;181518,3;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
28.08.2018;0.0;1384300;358533,7;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
28.08.2018;0.0;1216780;302978,22;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
28.08.2018;0.0;5412400;1343065,95;Испания;Spain;Европа;Южная Европа;сложные и комплексные;Spain;[40.3825385092,-3.52808401833]
28.08.2018;0.0;470400;155727,83;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
28.08.2018;0.0;124200;38911,38;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;334020;90883,61;Литва;Lithuania;Европа;Северная Европа;калийные;Lithuania;[55.347247978,23.8004638579]
28.08.2018;0.0;126000;57708;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
28.08.2018;0.0;130000;36225,98;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
28.08.2018;0.0;69000;3795;Украина;Ukraine;Европа;Восточная Европа;фосфорные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;250000;47500;Малайзия;Malaysia;Азия;Юго-Восточная Азия;азотные;Malaysia;[5.98010916312,117.072018475]
28.08.2018;0.0;250000;47500;Малайзия;Malaysia;Азия;Юго-Восточная Азия;азотные;Malaysia;[5.98010916312,117.072018475]
28.08.2018;0.0;69000;24150;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;20746;8115,76;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
28.08.2018;0.0;172800;47352,6;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
28.08.2018;0.0;21016;8221,37;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
28.08.2018;0.0;222580;34388,61;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
28.08.2018;0.0;67200;23856;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
28.08.2018;0.0;522000;198882;Доминиканская Республика;Dominican Republic;Америка;Карибский бассейн;сложные и комплексные;Dominican Republic;[19.2936628131,-70.1996012724]
28.08.2018;0.0;464000;183604,8;Панама;Panama;Америка;Центральная Америка;сложные и комплексные;Panama;[8.35495336417,-80.1228555958]
28.08.2018;1.0;604800;127612,8;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
28.08.2018;0.0;20800;10122,81;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
28.08.2018;0.0;138000;63342;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
28.08.2018;0.0;244800;68439,56;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
29.08.2018;0.0;199170;30771,76;Нигерия;Nigeria;Африка;Западная Африка;азотные;Nigeria;[9.50236235748,8.05105864712]
29.08.2018;0.0;25000;8501,02;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;336000;87360;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;621000;226665;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;51200;31232;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
29.08.2018;0.0;500000;95000;Кот д'Ивуар;Cote d'Ivoire;Африка;Западная Африка;азотные;Cote d'Ivoire;[7.52978180663,-5.54689879121]
29.08.2018;0.0;20918;7591,85;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
29.08.2018;0.0;2354000;823900;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;902000;315700;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;1.0;504000;158400;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
29.08.2018;1.0;24052;9580,98;Турция;Turkey;Азия;Западная Азия;калийные;Turkey;[39.1002805086,34.874882785]
29.08.2018;0.0;204000;83188,25;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;21000;11186,94;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;1641,69;1407,55;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;340;559,72;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;1165;656,78;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;2905,24;2640,18;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;60300;17000,76;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;1982400;192293,2;Венгрия;Hungary;Европа;Восточная Европа;азотные;Hungary;[47.1652797826,19.4121477714]
29.08.2018;0.0;61750;7434,23;Литва;Lithuania;Европа;Северная Европа;азотные;Lithuania;[55.347247978,23.8004638579]
29.08.2018;0.0;135000;24455,05;Грузия;Georgia;Азия;Западная Азия;азотные;Georgia;[42.3683247351,42.65181635]
29.08.2018;0.0;21600;6933,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;3270;657,23;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
29.08.2018;0.0;467500;88825;Сенегал;Senegal;Африка;Западная Африка;азотные;Senegal;[14.3604457662,-14.6037547115]
29.08.2018;0.0;12088600;2357391,8;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
29.08.2018;1.0;1454650;323445,16;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
29.08.2018;0.0;1478400;351859,2;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
29.08.2018;0.0;4751800;912345,6;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
29.08.2018;0.0;276000;98808;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;1.0;3803,088;1053,93;Мальта;Malta;Европа;Южная Европа;азотные;Malta;[35.934223404,14.3746127719]
29.08.2018;0.0;69187;11144,59;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;203500;81351,16;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;204000;83188,25;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;59000;23631,27;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
29.08.2018;0.0;153760;45175,82;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
29.08.2018;0.0;4582080;1016076,24;Соединенные Штаты;United States;Америка;Северная Америка;азотные;United States;[39.383536885,-98.9051057934]
29.08.2018;0.0;1978020;434610,55;Сингапур;Singapore;Азия;Юго-Восточная Азия;азотные;Singapore;[1.31193507043,103.824122426]
29.08.2018;0.0;1528700;400196,65;Финляндия;Finland;Европа;Северная Европа;сложные и комплексные;Finland;[64.1287711419,25.7296255933]
29.08.2018;0.0;69880;17379,11;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
29.08.2018;0.0;126000;57708;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
30.08.2018;0.0;207000;80523;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
30.08.2018;0.0;966000;352590;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;640000;390400;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
30.08.2018;0.0;2180;431,67;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
30.08.2018;0.0;2541250;482837,5;Сенегал;Senegal;Африка;Западная Африка;азотные;Senegal;[14.3604457662,-14.6037547115]
30.08.2018;0.0;20000;14200;Азербайджан;Azerbaijan;Азия;Западная Азия;калийные;Azerbaijan;[40.314323219,48.0428025986]
30.08.2018;0.0;20798;7540,56;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
30.08.2018;0.0;20878;7569,56;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
30.08.2018;0.0;4784400;1046883,2;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;7728550;1999362,03;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;22960;6570,1;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;65000;18113,48;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
30.08.2018;0.0;20843;7556,87;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
30.08.2018;0.0;20834;7553,61;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
30.08.2018;0.0;484000;183920;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;21023;7622,12;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
30.08.2018;0.0;69840;23745,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;140700;40803;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;408000;166376,49;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;342500;136917,8;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;2000000;370000;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;1000000;198000;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;4740900;687430,5;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;3270;648,56;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
30.08.2018;0.0;3242200;791096,8;Сербия;Serbia;Европа;Южная Европа;сложные и комплексные;Serbia;[44.2324489699,20.7914869277]
30.08.2018;0.0;2149000;465258,5;Сенегал;Senegal;Африка;Западная Африка;азотные;Senegal;[14.3604457662,-14.6037547115]
30.08.2018;0.0;45000;9742,5;Колумбия;Colombia;Америка;Южная Америка;азотные;Colombia;[4.14535034576,-73.256420264]
30.08.2018;0.0;1386000;526680;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;2548750;611538,78;Перу;Peru;Америка;Южная Америка;азотные;Peru;[-10.2727258252,-76.154316298]
30.08.2018;0.0;70780;24065,2;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;2034700;514962,22;Швеция;Sweden;Европа;Северная Европа;сложные и комплексные;Sweden;[62.4677283813,16.8622149998]
30.08.2018;0.0;357000;77504,7;Габон;Gabon;Африка;Центральная Африка;азотные;Gabon;[-0.65179315174,11.6176453671]
30.08.2018;1.0;205854;77420,39;Чили;Chile;Америка;Южная Америка;калийные;Chile;[-52.2129243086,-73.555916175]
30.08.2018;0.0;2000000;370000;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;3500000;647500;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;2500000;462500;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;3999986;791997,23;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;2150,32;900,65;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;24,25;12,9;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;169,75;74,29;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
30.08.2018;0.0;4911840;825189,12;Марокко;Morocco;Африка;Северная Африка;азотные;Morocco;[32.9384003259,-5.060030575]
30.08.2018;0.0;1296000;278406,71;Швеция;Sweden;Европа;Северная Европа;азотные;Sweden;[62.4677283813,16.8622149998]
30.08.2018;0.0;4740200;895897,8;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
30.08.2018;0.0;3865793;940024,09;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
30.08.2018;0.0;69030;9671,1;Литва;Lithuania;Европа;Северная Европа;калийные;Lithuania;[55.347247978,23.8004638579]
30.08.2018;0.0;210000;80776,5;Германия;Germany;Европа;Западная Европа;сложные и комплексные;Germany;[51.3179225585,10.3679158835]
31.08.2018;0.0;64000;40128;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
31.08.2018;0.0;21600;6933,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;21600;6933,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;18915300;3574991,7;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
31.08.2018;0.0;127500;24225;Гана;Ghana;Африка;Западная Африка;азотные;Ghana;[7.83220853376,-1.19086744195]
31.08.2018;0.0;750000;142500;Колумбия;Colombia;Америка;Южная Америка;азотные;Colombia;[4.14535034576,-73.256420264]
31.08.2018;0.0;172800;47352,6;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
31.08.2018;0.0;3747380;951834,52;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
31.08.2018;0.0;340000;138647,08;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;943000;376973,68;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;739500;295622,52;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;21000;11073,4;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;480;96,85;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;66300;9712,63;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;126000;57708;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
31.08.2018;1.0;14277000;5437947,24;Германия;Germany;Европа;Западная Европа;сложные и комплексные;Germany;[51.3179225585,10.3679158835]
31.08.2018;0.0;61200;17110,34;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
31.08.2018;0.0;560000;145600;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;128000;79744;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
31.08.2018;0.0;21600;6933,6;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;417000;125100;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
31.08.2018;0.0;500000;108250;Гана;Ghana;Африка;Западная Африка;азотные;Ghana;[7.83220853376,-1.19086744195]
31.08.2018;0.0;532500;101175;Колумбия;Colombia;Америка;Южная Америка;азотные;Colombia;[4.14535034576,-73.256420264]
31.08.2018;0.0;3466250;658587,5;Колумбия;Colombia;Америка;Южная Америка;азотные;Colombia;[4.14535034576,-73.256420264]
31.08.2018;0.0;1317,2;494,33;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;224000;61384;Израиль;Israel;Азия;Западная Азия;азотные;Israel;[31.400520343,34.6743804]
31.08.2018;0.0;20060000;8228928,4;Соединенные Штаты;United States;Америка;Северная Америка;сложные и комплексные;United States;[39.383536885,-98.9051057934]
31.08.2018;0.0;134000;53567,84;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;140000;54950;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
31.08.2018;0.0;338,25;75,47;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;58500;8420,9;Литва;Lithuania;Европа;Северная Европа;калийные;Lithuania;[55.347247978,23.8004638579]
31.08.2018;0.0;138000;50370;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
31.08.2018;0.0;138240;41472;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
31.08.2018;0.0;372500;70775;Гана;Ghana;Африка;Западная Африка;азотные;Ghana;[7.83220853376,-1.19086744195]
31.08.2018;0.0;558000;120807;Колумбия;Colombia;Америка;Южная Америка;азотные;Colombia;[4.14535034576,-73.256420264]
31.08.2018;0.0;516000;154284;Таиланд;Thailand;Азия;Юго-Восточная Азия;сложные и комплексные;Thailand;[14.1518739329,100.898116007]
31.08.2018;0.0;4732400;804508;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
31.08.2018;0.0;4502000;1148574,82;Ирландия;Ireland;Европа;Северная Европа;сложные и комплексные;Ireland;[53.1813224517,-8.34974637495]
31.08.2018;0.0;16259780;4245133,53;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
31.08.2018;0.0;276120;38777,2;Литва;Lithuania;Европа;Северная Европа;калийные;Lithuania;[55.347247978,23.8004638579]
01.09.2018;0.0;26633300;6874672,13;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
01.09.2018;0.0;136000;59160;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
01.09.2018;1.0;259200;62985,6;Уругвай;Uruguay;Америка;Южная Америка;азотные;Uruguay;[-33.0427615366,-55.9881033883]
01.09.2018;0.0;53028400;21312640,14;Соединенные Штаты;United States;Америка;Северная Америка;сложные и комплексные;United States;[39.383536885,-98.9051057934]
01.09.2018;0.0;726950;187058,77;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
01.09.2018;0.0;7700000;3334408;Доминиканская Республика;Dominican Republic;Америка;Карибский бассейн;сложные и комплексные;Dominican Republic;[19.2936628131,-70.1996012724]
02.09.2018;0.0;3438250;902850,07;Доминиканская Республика;Dominican Republic;Америка;Карибский бассейн;сложные и комплексные;Dominican Republic;[19.2936628131,-70.1996012724]
02.09.2018;0.0;10984807;3198006,86;Румыния;Romania;Европа;Восточная Европа;сложные и комплексные;Romania;[45.810947616,25.0748052568]
02.09.2018;0.0;840000;178987,2;Ангола;Angola;Африка;Центральная Африка;азотные;Angola;[-12.3195834883,17.4493337943]
02.09.2018;0.0;9480893;2725851,55;Польша;Poland;Европа;Восточная Европа;сложные и комплексные;Poland;[52.208580543,19.3189525919]
02.09.2018;0.0;8776150;2294787,7;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
02.09.2018;0.0;6131713;1214305,57;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
02.09.2018;0.0;147000;30340,8;Конго;Congo;Африка;Центральная Африка;азотные;Congo;[-0.88155627495,15.179899852]
02.09.2018;0.0;504000;104025,6;Конго;Congo;Африка;Центральная Африка;азотные;Congo;[-0.88155627495,15.179899852]
02.09.2018;0.0;1423575;433848,72;Соединенное Королевство;United Kingdom;Европа;Северная Европа;сложные и комплексные;United Kingdom;[52.6410195692,-0.4754437]
02.09.2018;0.0;6782287;1410095,1;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
02.09.2018;0.0;3096850;1281910,87;Испания;Spain;Европа;Южная Европа;сложные и комплексные;Spain;[40.3825385092,-3.52808401833]
02.09.2018;0.0;3968500;1564065,22;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
03.09.2018;0.0;784000;203840;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.09.2018;0.0;320000;190720;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
03.09.2018;0.0;2965000;1082225;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.09.2018;0.0;6220000;1418160;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
03.09.2018;0.0;830000;136950;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
03.09.2018;0.0;5895720;1597740,12;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
03.09.2018;0.0;21018;7625,53;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
03.09.2018;0.0;21138;7669,06;Сербия;Serbia;Европа;Южная Европа;калийные;Serbia;[44.2324489699,20.7914869277]
03.09.2018;0.0;829000;290150;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
03.09.2018;1.0;495500;155850;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
03.09.2018;0.0;204000;88740;Молдова, Республика;Moldova;Европа;Восточная Европа;сложные и комплексные;Moldova;[47.2023352434,28.4649474852]
03.09.2018;0.0;3969000;1564262,28;Эстония;Estonia;Европа;Северная Европа;сложные и комплексные;Estonia;[58.86386508,24.7963122]
03.09.2018;0.0;944000;247043,97;Финляндия;Finland;Европа;Северная Европа;сложные и комплексные;Finland;[64.1287711419,25.7296255933]
03.09.2018;0.0;252000;115416;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
03.09.2018;0.0;65000;18113,41;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
04.09.2018;0.0;0,1;0,75;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
04.09.2018;0.0;0,25;7,42;Украина;Ukraine;Европа;Восточная Европа;азотные;Ukraine;[49.0653791023,31.3445241453]
